"Season","team","pts.RS","pts.opp.RS","pt.diff.RS","fgm.RS","fga.RS","fg.per.RS","fgm2.RS","fga2.RS","fg2.per.RS","fgm3.RS","fga3.RS","fg3.per.RS","ftm.RS","fta.RS","ft.per.RS","or.RS","dr.RS","tr.RS","ast.RS","to.RS","stl.RS","blk.RS","pf.RS","wperc.RS","lperc.RS","region.TS","seed.num.TS","champ.TS"
2003,1104,69.2857142857143,65,4.28571428571429,24.0357142857143,57.1785714285714,0.41967639856045,17.6785714285714,37.3214285714286,0.471197116325865,6.35714285714286,19.8571428571429,0.325441871815482,14.8571428571429,20.9285714285714,0.705167724313254,13.5714285714286,23.9285714285714,37.5,12.1071428571429,13.2857142857143,6.60714285714286,3.78571428571429,18.0357142857143,0.607142857142857,0.392857142857143,"Y",10,"L"
2003,1112,85.2142857142857,70.25,14.9642857142857,30.3214285714286,65.7142857142857,0.463562606225901,23.2857142857143,45.6428571428571,0.512660659971376,7.03571428571429,20.0714285714286,0.35106036156228,17.5357142857143,25,0.701153780306926,15.1785714285714,27.6428571428571,42.8214285714286,17.6428571428571,14.7857142857143,8.46428571428571,4.21428571428571,17.75,0.892857142857143,0.107142857142857,"Z",1,"L"
2003,1113,75.9655172413793,69.1724137931034,6.79310344827586,27.2068965517241,56.8965517241379,0.481679895281481,23.2068965517241,44.3103448275862,0.525368023235259,4,12.5862068965517,0.32837622147967,17.551724137931,26.2068965517241,0.675667474074281,13.6896551724138,23.3103448275862,37,15.551724137931,14,5.20689655172414,4.24137931034483,19.4137931034483,0.620689655172414,0.379310344827586,"Z",10,"L"
2003,1120,70.1,65.5666666666667,4.53333333333333,25.7,54.7,0.470055445400917,20.0666666666667,38.3666666666667,0.519391992760717,5.63333333333333,16.3333333333333,0.355662173093355,13.0666666666667,19.7333333333333,0.652662691218853,11.9333333333333,22.5666666666667,34.5,13.4,15.9,8.03333333333333,4.96666666666667,16.3666666666667,0.633333333333333,0.366666666666667,"W",10,"L"
2003,1122,69.7037037037037,67.7037037037037,2,23.5555555555556,52.0740740740741,0.456810215920446,17.5555555555556,34.8888888888889,0.504861961061401,6,17.1851851851852,0.353541611410125,16.5925925925926,24,0.682295498060347,10.6296296296296,24.2222222222222,34.8518518518519,13.4074074074074,15.2222222222222,7.03703703703704,4.66666666666667,18.6666666666667,0.740740740740741,0.259259259259259,"W",13,"L"
2003,1139,68.5862068965517,60.9310344827586,7.6551724137931,24.0689655172414,50.6551724137931,0.477729483385444,15.5862068965517,28.7931034482759,0.539868886729534,8.48275862068965,21.8620689655172,0.39072237834445,11.9655172413793,16.551724137931,0.715224625065939,7.82758620689655,20.3793103448276,28.2068965517241,12.9655172413793,10.4137931034483,6.3448275862069,1.86206896551724,16.0689655172414,0.827586206896552,0.172413793103448,"W",12,"L"
2003,1140,72.4516129032258,63.6774193548387,8.7741935483871,24.0322580645161,51.258064516129,0.471151546523916,17.8387096774194,35.1290322580645,0.510837938330058,6.19354838709677,16.1290322580645,0.380937094048799,18.1935483870968,24.1612903225806,0.753252918378501,10.8709677419355,24.4193548387097,35.2903225806452,13.4193548387097,13.741935483871,6.93548387096774,2.51612903225806,21.4193548387097,0.741935483870968,0.258064516129032,"X",12,"L"
2003,1141,79.3448275862069,73.2413793103448,6.10344827586207,26.6206896551724,52.6896551724138,0.506349090259801,19.7931034482759,34.7586206896552,0.573383689575199,6.82758620689655,17.9310344827586,0.37748146802266,19.2758620689655,25.1724137931034,0.762740584237041,10.5862068965517,23.2758620689655,33.8620689655172,15.6206896551724,18.2413793103448,7.10344827586207,4,20.9655172413793,0.793103448275862,0.206896551724138,"Z",11,"L"
2003,1143,74.4827586206897,69.7586206896552,4.72413793103448,27.3448275862069,58.7241379310345,0.468740911387539,20.9310344827586,41.6896551724138,0.501935766787268,6.41379310344828,17.0344827586207,0.375934426414836,13.3793103448276,19.5172413793103,0.688631736795821,11.2413793103448,24.3793103448276,35.6206896551724,16,14.1724137931034,6.55172413793103,2.79310344827586,17.1034482758621,0.724137931034483,0.275862068965517,"W",8,"L"
2003,1153,67.3214285714286,61.5,5.82142857142857,22.8928571428571,56.6785714285714,0.405767715536855,16.2142857142857,37.1785714285714,0.434851910670668,6.67857142857143,19.5,0.352482077253725,14.8571428571429,21.5357142857143,0.685617704555836,12.1428571428571,23.3928571428571,35.5357142857143,12.2857142857143,10.6071428571429,5.17857142857143,4.25,18.9642857142857,0.607142857142857,0.392857142857143,"Z",8,"L"
2003,1160,75.5161290322581,70.0645161290323,5.45161290322581,27.1935483870968,61.3225806451613,0.445980406786275,22.2258064516129,46.0645161290323,0.48631862414199,4.96774193548387,15.258064516129,0.330292325216424,16.1612903225806,23.9354838709677,0.674697829012925,14.4838709677419,27.9677419354839,42.4516129032258,13.3870967741935,14,6.12903225806452,6.64516129032258,17.7096774193548,0.645161290322581,0.354838709677419,"X",10,"L"
2003,1161,74,72.6666666666667,1.33333333333333,26.4,52.1,0.507893219789946,22.2,40.5333333333333,0.549187778016516,4.2,11.5666666666667,0.360465367965368,17,24.2666666666667,0.697517352550946,10.8,23.4666666666667,34.2666666666667,15.5,16.1333333333333,5.33333333333333,4.23333333333333,20.5666666666667,0.566666666666667,0.433333333333333,"Z",14,"L"
2003,1163,80.0333333333333,71.4,8.63333333333333,29.5333333333333,62.2,0.474887046925754,23.4666666666667,46.5,0.503675969832118,6.06666666666667,15.7,0.386927337629989,14.9,22.1,0.669885942433041,14.7666666666667,27.9,42.6666666666667,15.6333333333333,15.8,5.93333333333333,7.73333333333333,18.4,0.7,0.3,"X",5,"L"
2003,1166,79.2424242424242,64.3333333333333,14.9090909090909,28.6969696969697,57.4545454545455,0.498308572749513,20.7272727272727,36.969696969697,0.559276407911211,7.96969696969697,20.4848484848485,0.384913797540349,13.8787878787879,20.030303030303,0.689706928637897,10.8787878787879,23.1818181818182,34.0606060606061,16.8181818181818,13.3636363636364,8.39393939393939,4.45454545454545,17.2727272727273,0.878787878787879,0.121212121212121,"Z",6,"L"
2003,1173,72.7931034482759,66.3103448275862,6.48275862068965,24.4827586206897,54.2068965517241,0.45240759591024,16.9655172413793,33.3448275862069,0.50893822409614,7.51724137931035,20.8620689655172,0.362898204075023,16.3103448275862,22.7931034482759,0.712953905723539,13.4827586206897,23.1724137931034,36.6551724137931,15.2068965517241,13.3103448275862,5.37931034482759,2.93103448275862,17.5862068965517,0.827586206896552,0.172413793103448,"Y",4,"L"
2003,1181,81.9666666666667,70.4,11.5666666666667,27.3666666666667,60.3333333333333,0.459560276115569,20.0333333333333,39.7333333333333,0.505238049795846,7.33333333333333,20.6,0.365594761793144,19.9,28.0666666666667,0.695480706705951,13.7666666666667,23.1,36.8666666666667,13.8333333333333,14.0333333333333,8.5,5.13333333333333,21.2666666666667,0.8,0.2,"Z",3,"L"
2003,1190,79.7037037037037,77.4814814814815,2.22222222222222,28.0740740740741,61.4074074074074,0.458725899715033,22.8518518518519,46.2222222222222,0.494492433244407,5.22222222222222,15.1851851851852,0.343673489251395,18.3333333333333,24.8148148148148,0.728469031298436,14,24.037037037037,38.037037037037,14.037037037037,18.7407407407407,10.7037037037037,5.25925925925926,19.5185185185185,0.62962962962963,0.37037037037037,"W",15,"L"
